Home ID,Date,Appliance Type,Energy Consumption (kWh)
48,2023-04-10,Fridge,0.34
48,2023-04-15,TV,0.49
48,2023-04-17,Computer,1.51
48,2023-04-17,Heater,4.09
48,2023-04-18,Microwave,0.81
48,2023-04-20,Computer,0.45
48,2023-04-22,Heater,3.31
48,2023-04-23,Fridge,0.31
48,2023-04-24,TV,1.27
48,2023-04-24,Microwave,0.38
48,2023-04-26,Computer,1.29
48,2023-04-27,Heater,2.38
48,2023-04-30,Oven,1.43
48,2023-05-03,Dishwasher,1.1
48,2023-05-05,Heater,2.1
48,2023-05-06,Heater,2.18
48,2023-05-08,Lights,1.7
48,2023-05-13,Lights,1.38
48,2023-05-15,TV,0.51
48,2023-05-18,Washing Machine,1.16
48,2023-05-20,Lights,1.51
48,2023-05-20,Heater,3.11
48,2023-05-20,Oven,1.85
48,2023-05-23,Heater,4.87
48,2023-05-24,Microwave,1.93
48,2023-05-28,TV,1.31
48,2023-05-28,TV,1.52
48,2023-06-01,Microwave,1.8
48,2023-06-02,Washing Machine,0.49
48,2023-06-04,Heater,3.92
48,2023-06-06,Computer,0.35
48,2023-06-06,Computer,0.21
48,2023-06-10,Computer,1.58
48,2023-06-11,Oven,1.6
48,2023-06-14,Microwave,0.93
48,2023-06-15,Air Conditioning,2.26
48,2023-06-17,Fridge,0.3
48,2023-06-19,Air Conditioning,2.71
48,2023-06-19,Air Conditioning,4.62
48,2023-06-20,Microwave,0.56
48,2023-06-21,Computer,0.82
48,2023-06-23,Fridge,0.47
48,2023-06-29,Air Conditioning,3.79
48,2023-06-30,Air Conditioning,4.16
48,2023-06-30,Dishwasher,1.46
48,2023-07-01,Heater,4.61
48,2023-07-03,TV,0.94
48,2023-07-06,Washing Machine,0.38
48,2023-07-07,Air Conditioning,2.35
48,2023-07-10,Lights,1.5
48,2023-07-10,Fridge,0.26
48,2023-07-13,Washing Machine,0.43
48,2023-07-14,Lights,1.53
48,2023-07-15,Oven,1.54
48,2023-07-19,Washing Machine,1.39
48,2023-07-21,Air Conditioning,2.25
48,2023-07-22,Air Conditioning,2.48
48,2023-07-25,Washing Machine,1.99
48,2023-07-31,Dishwasher,1.81
48,2023-07-31,Washing Machine,0.6
48,2023-08-02,TV,1.13
48,2023-08-03,Lights,1.43
48,2023-08-04,Computer,1.37
48,2023-08-05,Oven,1.15
48,2023-08-07,Microwave,1.24
48,2023-08-07,Fridge,0.47
48,2023-08-08,Microwave,0.32
48,2023-08-19,Heater,4.07
48,2023-08-23,Washing Machine,1.45
48,2023-08-29,Dishwasher,1.8
48,2023-08-29,Lights,1.34
48,2023-08-30,Lights,0.23
48,2023-09-02,Lights,1.9
48,2023-09-03,Washing Machine,1.78
48,2023-09-03,TV,0.78
48,2023-09-10,Lights,1.09
48,2023-09-11,Heater,3.09
48,2023-09-11,TV,1.26
48,2023-09-13,Air Conditioning,2.35
48,2023-09-13,Computer,1.24
48,2023-09-15,Dishwasher,1.36
48,2023-09-16,Washing Machine,1.67
48,2023-09-17,Dishwasher,1.67
48,2023-09-18,Heater,4.49
48,2023-09-18,Computer,1.58
48,2023-09-23,Lights,1.71
48,2023-09-25,Heater,3.33
48,2023-09-25,Fridge,0.42
48,2023-09-28,Lights,0.92
48,2023-10-03,Lights,1.24
48,2023-10-05,TV,1.25
48,2023-10-05,Heater,2.36
48,2023-10-06,Oven,0.33
48,2023-10-07,Fridge,0.27
48,2023-10-07,Dishwasher,1.5
48,2023-10-08,Oven,1.91
48,2023-10-09,Computer,1.35
48,2023-10-10,Heater,4.79
48,2023-10-12,Heater,2.22
48,2023-10-12,Lights,1.81
48,2023-10-12,Heater,2.73
48,2023-10-14,Air Conditioning,2.92
48,2023-10-15,Fridge,0.11
48,2023-10-16,Washing Machine,1.76
48,2023-10-16,TV,1.17
48,2023-10-18,Washing Machine,0.66
48,2023-10-19,Air Conditioning,2.93
48,2023-10-20,Air Conditioning,3.23
48,2023-10-22,Fridge,0.47
48,2023-10-25,Oven,1.2
48,2023-10-25,Fridge,0.2
48,2023-10-30,Heater,2.09
48,2023-11-01,Heater,4.19
48,2023-11-01,Fridge,0.39
48,2023-11-07,Heater,3.28
48,2023-11-11,Lights,0.36
48,2023-11-13,Oven,0.72
48,2023-11-21,Dishwasher,1.73
48,2023-11-22,Washing Machine,1.1
48,2023-11-23,Fridge,0.41
48,2023-11-27,Washing Machine,0.39
48,2023-11-27,Fridge,0.33
48,2023-11-27,Washing Machine,0.81
48,2023-11-30,Microwave,1.28
48,2023-11-30,Microwave,1.44
48,2023-11-30,Microwave,0.74
48,2023-12-02,Lights,0.86
48,2023-12-02,Dishwasher,0.88
48,2023-12-05,Washing Machine,0.62
48,2023-12-05,Air Conditioning,2.22
48,2023-12-06,Fridge,0.13
48,2023-12-08,Dishwasher,0.45
48,2023-12-08,Heater,3.95
48,2023-12-11,Fridge,0.41
48,2023-12-12,Heater,2.82
48,2023-12-15,Fridge,0.42
48,2023-12-19,Dishwasher,0.51
48,2023-12-20,Air Conditioning,4.46
48,2023-12-22,Computer,0.59
48,2023-12-22,Washing Machine,1.29
48,2023-12-26,TV,1.38
48,2023-12-26,Heater,3.38
48,2023-12-28,Air Conditioning,3.35
48,2023-12-30,Oven,1.11
48,2023-12-31,Dishwasher,0.33
49,2023-01-01,Washing Machine,0.79
49,2023-01-01,Dishwasher,1.52
49,2023-01-02,Microwave,1.55
49,2023-01-03,Dishwasher,0.65
49,2023-01-06,Lights,0.21
49,2023-01-06,Microwave,1.59
49,2023-01-11,Washing Machine,1.27
49,2023-01-12,Microwave,0.53
49,2023-01-13,Computer,1.18
49,2023-01-15,TV,1.95
49,2023-01-21,Lights,1.18
49,2023-01-24,Oven,1.01
49,2023-01-28,Fridge,0.36
49,2023-02-02,Air Conditioning,4.82
49,2023-02-03,Dishwasher,1.03
49,2023-02-07,Heater,4.57
49,2023-02-08,Air Conditioning,4.28
49,2023-02-17,TV,0.57
49,2023-02-19,Washing Machine,0.8
49,2023-02-19,Air Conditioning,2.06
49,2023-02-25,Oven,1.84
49,2023-02-26,Dishwasher,1.63
49,2023-03-02,Heater,4.15
49,2023-03-02,Fridge,0.27
49,2023-03-04,Air Conditioning,3.3
49,2023-03-10,TV,1.23
49,2023-03-11,Heater,3.31
49,2023-03-13,Washing Machine,0.54
49,2023-03-14,Lights,1.47
49,2023-03-18,TV,0.81
49,2023-03-18,TV,1.13
49,2023-03-20,Computer,0.79
49,2023-03-21,Heater,3.4
49,2023-03-22,Oven,1.04
49,2023-03-22,Fridge,0.18
49,2023-03-23,Dishwasher,1.79
49,2023-03-25,Microwave,0.52
49,2023-03-27,Oven,1.08
49,2023-03-28,Washing Machine,0.5
49,2023-03-28,Air Conditioning,2.88
49,2023-03-31,TV,1.88
49,2023-04-03,Heater,3.34
49,2023-04-04,Oven,0.29
49,2023-04-05,Computer,1.18
49,2023-04-09,Heater,2.04
49,2023-04-11,Air Conditioning,2.37
49,2023-04-12,Lights,0.78
49,2023-04-13,Air Conditioning,4.13
49,2023-04-14,Fridge,0.14
49,2023-04-15,Air Conditioning,3.49
49,2023-04-15,Oven,1.12
49,2023-04-17,Air Conditioning,3.76
49,2023-04-19,Washing Machine,1.71
49,2023-04-19,Lights,0.67
49,2023-04-19,Microwave,0.78
49,2023-04-25,Lights,1.22
49,2023-04-27,Air Conditioning,2.33
49,2023-04-28,Lights,1.33
49,2023-05-05,Heater,2.22
49,2023-05-08,Heater,3.52
49,2023-05-09,Computer,1.24
49,2023-05-10,Fridge,0.28
49,2023-05-11,Oven,0.83
49,2023-05-15,Fridge,0.42
49,2023-05-17,Heater,4.57
49,2023-05-20,Computer,1.51
49,2023-05-21,TV,0.51
49,2023-05-22,Oven,1.97
49,2023-06-02,Lights,1.22
49,2023-06-04,Fridge,0.34
49,2023-06-08,Fridge,0.3
49,2023-06-09,Washing Machine,1.4
49,2023-06-11,Air Conditioning,3.27
49,2023-06-14,Oven,0.32
49,2023-06-14,TV,1.11
49,2023-06-15,Microwave,1.49
49,2023-06-22,TV,0.2
49,2023-06-23,Fridge,0.47
49,2023-06-23,Fridge,0.28
49,2023-06-24,Lights,1.68
49,2023-06-24,Washing Machine,0.78
49,2023-06-25,Air Conditioning,4.09
49,2023-06-25,Heater,2.07
49,2023-06-26,Lights,1.68
49,2023-06-28,Microwave,0.43
49,2023-06-29,Microwave,0.39
49,2023-07-04,TV,0.83
49,2023-07-05,Washing Machine,1.45
49,2023-07-06,TV,1.95
49,2023-07-06,Dishwasher,1.9
49,2023-07-08,Fridge,0.27
49,2023-07-09,Computer,0.64
49,2023-07-10,Microwave,0.77
49,2023-07-14,Computer,1.95
49,2023-07-17,Washing Machine,1.61
49,2023-07-19,Air Conditioning,3.08
49,2023-07-20,Computer,1.08
49,2023-07-24,TV,0.61
49,2023-07-25,Microwave,1.17
49,2023-07-25,Air Conditioning,4.9
49,2023-07-26,Microwave,1.04
49,2023-07-26,Air Conditioning,4.8
49,2023-07-27,Lights,1.34
49,2023-07-30,Washing Machine,0.67
49,2023-07-30,Air Conditioning,4.51
49,2023-07-30,Computer,1.75
49,2023-08-01,Fridge,0.19
49,2023-08-04,Lights,1.63
49,2023-08-05,Heater,3.8
49,2023-08-08,TV,0.29
49,2023-08-09,Oven,1.51
49,2023-08-14,Air Conditioning,2.6
49,2023-08-15,Computer,1.22
49,2023-08-18,Lights,0.46
49,2023-08-24,Lights,1.22
49,2023-08-28,Microwave,0.54
49,2023-08-29,Heater,3.55
49,2023-08-30,Heater,4.43
49,2023-09-03,Microwave,0.39
49,2023-09-04,Fridge,0.46
49,2023-09-05,Heater,2.96
49,2023-09-08,Air Conditioning,2.38
49,2023-09-09,Oven,0.35
49,2023-09-15,Fridge,0.4
49,2023-09-18,Oven,1.29
49,2023-09-27,Oven,0.27
49,2023-09-28,Heater,4.78
49,2023-09-29,Computer,1.43
49,2023-09-30,Heater,2.77
49,2023-09-30,Fridge,0.36
49,2023-10-02,Microwave,1.67
49,2023-10-05,Air Conditioning,3.71
49,2023-10-06,Washing Machine,0.99
49,2023-10-08,Air Conditioning,2.19
49,2023-10-08,Dishwasher,1.01
49,2023-10-09,TV,1.24
49,2023-10-11,Fridge,0.32
49,2023-10-11,Computer,0.66
49,2023-10-12,Microwave,1.27
49,2023-10-12,Oven,0.85
49,2023-10-17,Heater,2.2
49,2023-10-18,Dishwasher,0.96
49,2023-10-19,Lights,1.24
49,2023-10-20,Fridge,0.17
49,2023-10-21,Lights,1.92
49,2023-10-21,Air Conditioning,2.29
49,2023-10-21,Air Conditioning,3.67
49,2023-10-21,Lights,1.07
49,2023-10-22,Computer,1.59
49,2023-10-24,Lights,1.19
49,2023-10-25,Air Conditioning,2.08
49,2023-10-26,Microwave,1.6
49,2023-10-27,Oven,1.61
49,2023-10-27,Computer,1.99
49,2023-10-28,TV,0.39
49,2023-10-30,Oven,0.89
49,2023-11-01,Computer,1.66
49,2023-11-03,Computer,1.68
49,2023-11-04,Microwave,0.33
49,2023-11-05,TV,1.41
49,2023-11-06,TV,0.27
49,2023-11-07,TV,1.12
49,2023-11-08,Air Conditioning,3.24
49,2023-11-09,Air Conditioning,4.52
49,2023-11-12,Washing Machine,1.76
49,2023-11-12,Fridge,0.37
49,2023-11-14,Air Conditioning,3.92
49,2023-11-14,Lights,0.78
49,2023-11-18,Computer,1.03
49,2023-11-23,Computer,0.74
49,2023-11-23,Microwave,0.27
49,2023-11-30,Microwave,0.56
49,2023-12-06,Washing Machine,0.83
49,2023-12-06,TV,1.07
49,2023-12-06,Lights,0.72
49,2023-12-13,Lights,0.97
49,2023-12-15,Oven,0.94
49,2023-12-15,Microwave,0.43
49,2023-12-17,Oven,1.9
49,2023-12-18,Dishwasher,0.47
49,2023-12-19,Heater,3.47
49,2023-12-20,Washing Machine,1.34
49,2023-12-21,Computer,0.5
49,2023-12-24,Oven,1.3
49,2023-12-25,Oven,1.95
49,2023-12-26,Fridge,0.12
49,2023-12-26,Oven,1.1
49,2023-12-27,Heater,2.04
49,2023-12-30,Computer,0.69
49,2023-12-31,Heater,3.43
49,2024-01-01,Washing Machine,1.63
50,2023-01-03,Oven,1.41
50,2023-01-06,Fridge,0.41
50,2023-01-09,Washing Machine,0.53
50,2023-01-12,Computer,1.16
50,2023-01-13,Computer,1.34
50,2023-01-14,Lights,0.42
50,2023-01-14,Heater,3.29
50,2023-01-20,Dishwasher,1.27
50,2023-01-22,Microwave,0.3
50,2023-01-22,Washing Machine,1.47
50,2023-01-22,Lights,1.85
50,2023-01-25,TV,1.7
50,2023-01-26,TV,1.75
50,2023-01-29,Computer,1.39
50,2023-01-29,Dishwasher,1.3
50,2023-01-31,Oven,0.36
50,2023-02-01,Oven,0.32
50,2023-02-01,Heater,4.9
50,2023-02-02,Microwave,0.35
50,2023-02-03,Air Conditioning,5.0
50,2023-02-07,Microwave,0.86
50,2023-02-10,Computer,0.44
50,2023-02-10,Heater,2.35
50,2023-02-15,Computer,1.79
50,2023-02-16,TV,0.52
50,2023-02-19,TV,1.74
50,2023-02-20,Fridge,0.18
50,2023-02-21,Computer,1.57
50,2023-02-25,Oven,0.59
50,2023-02-28,Microwave,0.28
50,2023-02-28,Oven,0.82
50,2023-03-01,Oven,0.62
50,2023-03-01,Washing Machine,1.13
50,2023-03-05,Fridge,0.4
50,2023-03-07,TV,1.75
50,2023-03-07,Air Conditioning,4.72
50,2023-03-09,Fridge,0.28
50,2023-03-09,Computer,0.31
50,2023-03-11,Dishwasher,1.26
50,2023-03-12,Air Conditioning,3.68
50,2023-03-16,Oven,1.5
50,2023-03-17,Heater,3.54
50,2023-03-18,Oven,1.92
50,2023-03-18,Air Conditioning,3.97
50,2023-03-20,Fridge,0.33
50,2023-03-21,TV,1.16
50,2023-03-23,Air Conditioning,2.52
50,2023-03-24,TV,1.89
50,2023-03-24,Oven,1.35
50,2023-03-30,Washing Machine,1.23
50,2023-03-30,Computer,0.65
50,2023-04-01,Air Conditioning,4.37
50,2023-04-02,Heater,2.75
50,2023-04-05,Washing Machine,0.37
50,2023-04-06,Computer,0.52
50,2023-04-07,TV,1.75
50,2023-04-11,Heater,3.24
50,2023-04-13,Fridge,0.39
50,2023-04-17,Lights,1.56
50,2023-04-17,Lights,1.1
50,2023-04-17,Air Conditioning,2.49
50,2023-04-18,Lights,0.42
50,2023-04-18,Air Conditioning,2.76
50,2023-04-22,Oven,0.75
50,2023-04-24,Washing Machine,1.29
50,2023-04-24,Lights,0.4
50,2023-04-25,Heater,4.42
50,2023-04-25,Air Conditioning,3.48
50,2023-04-25,Computer,1.82
50,2023-04-26,Oven,1.81
50,2023-05-02,Heater,2.19
50,2023-05-03,Heater,2.12
50,2023-05-04,Heater,3.04
50,2023-05-08,Air Conditioning,4.24
50,2023-05-12,Computer,1.61
50,2023-05-13,Fridge,0.46
50,2023-05-18,Heater,2.23
50,2023-05-18,Fridge,0.36
50,2023-05-18,Lights,0.3
50,2023-05-20,Lights,0.38
50,2023-05-21,Dishwasher,1.55
50,2023-05-22,Microwave,1.44
50,2023-05-23,Air Conditioning,2.15
50,2023-05-23,Oven,0.83
50,2023-05-25,Fridge,0.47
50,2023-05-28,Heater,2.62
50,2023-05-30,Computer,1.44
50,2023-05-30,Air Conditioning,4.42
50,2023-05-31,Washing Machine,1.19
50,2023-05-31,Washing Machine,1.04
50,2023-06-06,Lights,0.27
50,2023-06-06,Microwave,0.65
50,2023-06-07,Lights,0.21
50,2023-06-10,Dishwasher,1.7
50,2023-06-13,TV,0.72
50,2023-06-15,Lights,1.04
50,2023-06-16,Heater,3.37
50,2023-06-17,Washing Machine,0.99
50,2023-06-18,TV,1.99
50,2023-06-20,Washing Machine,0.58
50,2023-06-22,Washing Machine,0.76
50,2023-06-25,Fridge,0.4
50,2023-06-28,Oven,0.23
50,2023-07-05,Computer,1.37
50,2023-07-05,Washing Machine,1.77
50,2023-07-05,Fridge,0.16
50,2023-07-10,Microwave,1.8
50,2023-07-11,Lights,0.87
50,2023-07-12,Washing Machine,1.51
50,2023-07-20,Air Conditioning,2.26
50,2023-07-24,Washing Machine,1.86
50,2023-08-02,Washing Machine,1.29
50,2023-08-08,Heater,4.29
50,2023-08-13,Heater,2.1
50,2023-08-15,Dishwasher,0.43
50,2023-08-16,Microwave,1.93
50,2023-08-16,Air Conditioning,4.88
50,2023-08-19,Washing Machine,0.26
50,2023-08-19,Oven,0.22
50,2023-08-20,Fridge,0.23
50,2023-08-20,Fridge,0.16
50,2023-08-20,Air Conditioning,2.8
50,2023-08-22,TV,1.08
50,2023-08-22,Oven,1.35
50,2023-08-23,Heater,3.62
50,2023-08-25,Dishwasher,0.22
50,2023-08-27,Washing Machine,1.55
50,2023-08-28,Computer,0.27
50,2023-08-29,Heater,3.05
50,2023-08-31,Heater,2.54
50,2023-08-31,Air Conditioning,3.34
50,2023-08-31,Washing Machine,0.3
50,2023-09-01,Computer,1.94
50,2023-09-05,Oven,0.71
50,2023-09-05,TV,1.24
50,2023-09-07,TV,0.85
50,2023-09-08,Heater,2.1
50,2023-09-08,Computer,1.26
50,2023-09-09,Microwave,0.75
50,2023-09-09,Lights,1.84
50,2023-09-11,Microwave,0.89
50,2023-09-21,Lights,1.64
50,2023-09-22,TV,1.7
50,2023-09-23,Computer,1.37
50,2023-09-24,Fridge,0.22
50,2023-09-28,Air Conditioning,4.53
50,2023-09-30,TV,0.84
50,2023-10-02,Lights,0.93
50,2023-10-04,TV,1.85
50,2023-10-04,Microwave,1.51
50,2023-10-05,Lights,0.29
50,2023-10-07,Heater,4.45
50,2023-10-08,Fridge,0.14
50,2023-10-09,Heater,4.56
50,2023-10-10,Fridge,0.21
50,2023-10-13,Dishwasher,1.5
50,2023-10-14,Oven,0.43
50,2023-10-15,Air Conditioning,4.92
50,2023-10-16,Microwave,1.42
50,2023-10-17,Dishwasher,1.78
50,2023-10-23,Washing Machine,1.91
50,2023-10-26,Air Conditioning,3.85
50,2023-10-26,TV,1.01
50,2023-10-26,Fridge,0.42
50,2023-10-26,Heater,4.12
50,2023-11-03,Microwave,0.79
50,2023-11-07,Microwave,1.88
50,2023-11-08,TV,1.91
50,2023-11-12,Dishwasher,1.34
50,2023-11-13,Heater,2.74
50,2023-11-14,Washing Machine,1.97
50,2023-11-15,TV,1.81
50,2023-11-17,Fridge,0.49
50,2023-11-18,TV,1.56
50,2023-11-20,Washing Machine,0.97
50,2023-11-22,Oven,0.51
50,2023-11-22,Air Conditioning,3.09
50,2023-11-28,Lights,1.3
50,2023-11-29,Heater,2.49
50,2023-12-05,Heater,2.72
50,2023-12-05,Dishwasher,1.44
50,2023-12-09,Fridge,0.49
50,2023-12-11,Heater,4.88
50,2023-12-13,TV,0.9
50,2023-12-13,Heater,4.67
50,2023-12-14,Heater,2.62
50,2023-12-19,Heater,2.47
50,2023-12-23,Oven,1.91
50,2023-12-25,Computer,0.51
50,2023-12-26,Washing Machine,1.35
50,2023-12-26,Air Conditioning,3.97
50,2023-12-26,Oven,1.29
50,2023-12-27,Fridge,0.45
50,2023-12-27,Washing Machine,1.55
50,2023-12-28,Fridge,0.16
50,2023-12-29,Lights,0.43
50,2023-12-30,Computer,1.22
50,2023-12-31,Oven,1.21
50,2023-12-31,Fridge,0.49
51,2023-01-04,Lights,1.05
51,2023-01-04,Lights,1.51
51,2023-01-09,Washing Machine,1.95
51,2023-01-16,Microwave,0.97
51,2023-01-16,Microwave,1.45
51,2023-01-25,Air Conditioning,2.85
51,2023-02-01,Microwave,1.93
51,2023-02-03,Heater,2.43
51,2023-02-03,Heater,4.61
51,2023-02-03,Computer,0.55
51,2023-02-07,Lights,0.22
51,2023-02-08,Lights,1.59
51,2023-02-08,Dishwasher,0.67
51,2023-02-11,Air Conditioning,3.0
51,2023-02-11,Lights,0.53
51,2023-02-12,TV,1.09
51,2023-02-14,Fridge,0.42
51,2023-02-14,Fridge,0.18
51,2023-02-18,TV,1.78
51,2023-02-19,Dishwasher,1.06
51,2023-02-20,TV,1.39
51,2023-02-21,Dishwasher,0.28
51,2023-02-24,Lights,1.23
51,2023-02-27,Dishwasher,0.29
51,2023-02-28,Oven,0.61
51,2023-02-28,Dishwasher,1.79
51,2023-03-02,Oven,1.0
51,2023-03-02,Computer,1.71
51,2023-03-03,Oven,1.26
51,2023-03-04,Air Conditioning,2.12
51,2023-03-05,Washing Machine,1.12
51,2023-03-10,Oven,1.32
51,2023-03-10,Lights,0.53
51,2023-03-12,Heater,4.59
51,2023-03-14,Heater,4.32
51,2023-03-16,Washing Machine,1.0
51,2023-03-22,Microwave,1.14
51,2023-03-22,Heater,2.62
51,2023-03-23,Fridge,0.23
51,2023-03-24,Microwave,1.21
51,2023-03-25,Lights,0.83
51,2023-03-26,Oven,0.5
51,2023-03-27,TV,0.8
51,2023-03-30,Washing Machine,0.6
51,2023-04-03,Heater,4.46
51,2023-04-05,Microwave,0.97
51,2023-04-07,Fridge,0.21
51,2023-04-07,Washing Machine,0.53
51,2023-04-07,Heater,3.77
51,2023-04-08,Dishwasher,1.09
51,2023-04-10,Computer,0.46
51,2023-04-11,Oven,1.82
51,2023-04-15,Computer,1.78
51,2023-04-16,Lights,1.65
51,2023-04-16,Dishwasher,1.12
51,2023-04-17,Dishwasher,1.89
51,2023-04-17,Lights,0.64
51,2023-04-18,Fridge,0.26
51,2023-04-18,Washing Machine,1.2
51,2023-04-24,Dishwasher,1.66
51,2023-04-25,Microwave,1.4
51,2023-04-26,Oven,0.89
51,2023-04-26,Heater,3.81
51,2023-04-26,Washing Machine,1.54
51,2023-04-27,TV,1.79
51,2023-04-27,Heater,2.35
51,2023-04-30,Heater,4.12
51,2023-05-07,Microwave,0.52
51,2023-05-10,Air Conditioning,3.91
51,2023-05-10,Fridge,0.44
51,2023-05-10,Heater,3.48
51,2023-05-12,Fridge,0.13
51,2023-05-18,TV,0.23
51,2023-05-18,Fridge,0.41
51,2023-05-19,Air Conditioning,5.0
51,2023-05-20,Air Conditioning,2.84
51,2023-05-21,Fridge,0.3
51,2023-05-22,Washing Machine,0.55
51,2023-05-25,Washing Machine,1.71
51,2023-05-25,Microwave,0.34
51,2023-05-26,Oven,1.0
51,2023-05-27,Air Conditioning,2.97
51,2023-05-27,TV,1.74
51,2023-05-28,Air Conditioning,2.55
51,2023-05-31,Oven,1.29
51,2023-06-01,Dishwasher,0.27
51,2023-06-01,Washing Machine,1.51
51,2023-06-04,TV,1.91
51,2023-06-05,Microwave,1.17
51,2023-06-05,TV,0.94
51,2023-06-06,Washing Machine,0.24
51,2023-06-07,Heater,4.39
51,2023-06-07,Washing Machine,0.47
51,2023-06-07,Heater,4.3
51,2023-06-08,TV,1.52
51,2023-06-15,Computer,1.93
51,2023-06-15,Washing Machine,0.86
51,2023-06-15,Heater,3.82
51,2023-06-17,Computer,0.56
51,2023-06-18,Dishwasher,1.09
51,2023-06-21,Fridge,0.37
51,2023-06-21,Oven,1.19
51,2023-06-23,Lights,0.92
51,2023-06-26,Fridge,0.27
51,2023-06-27,Oven,1.04
51,2023-06-29,Computer,0.9
51,2023-06-30,TV,0.63
51,2023-07-01,Computer,1.58
51,2023-07-02,Computer,0.8
51,2023-07-03,Lights,1.02
51,2023-07-06,Oven,0.73
51,2023-07-10,Dishwasher,0.87
51,2023-07-13,Computer,1.36
51,2023-07-13,Air Conditioning,4.92
51,2023-07-15,Computer,2.0
51,2023-07-17,Computer,1.08
51,2023-07-19,Computer,0.32
51,2023-07-20,Air Conditioning,4.55
51,2023-07-24,Air Conditioning,3.57
51,2023-07-26,Lights,0.31
51,2023-07-27,Computer,0.69
51,2023-07-29,Air Conditioning,3.6
51,2023-07-31,Washing Machine,0.95
51,2023-07-31,Microwave,1.65
51,2023-08-01,Oven,1.3
51,2023-08-01,Air Conditioning,4.59
51,2023-08-02,Microwave,1.83
51,2023-08-05,Washing Machine,1.09
51,2023-08-05,Air Conditioning,3.34
51,2023-08-09,Oven,0.66
51,2023-08-10,Oven,1.24
51,2023-08-11,Computer,1.52
51,2023-08-13,Oven,0.49
51,2023-08-15,TV,1.05
51,2023-08-16,Lights,2.0
51,2023-08-16,Oven,0.84
51,2023-08-20,Lights,0.26
51,2023-08-21,Oven,1.08
51,2023-08-23,Dishwasher,1.28
51,2023-08-25,Fridge,0.3
51,2023-08-25,Microwave,1.95
51,2023-08-28,TV,1.5
51,2023-09-01,Dishwasher,0.88
51,2023-09-01,Heater,3.94
51,2023-09-02,Lights,0.97
51,2023-09-06,Air Conditioning,3.33
51,2023-09-09,Lights,1.83
51,2023-09-12,Dishwasher,1.4
51,2023-09-17,Fridge,0.48
51,2023-09-18,Computer,1.4
51,2023-09-18,Fridge,0.3
51,2023-09-22,TV,0.52
51,2023-09-25,Dishwasher,1.33
51,2023-09-26,Washing Machine,1.02
51,2023-09-27,Computer,1.17
51,2023-09-27,Computer,0.52
51,2023-09-29,Air Conditioning,2.13
51,2023-10-02,Fridge,0.42
51,2023-10-02,Oven,0.89
51,2023-10-04,Air Conditioning,4.56
51,2023-10-05,Microwave,0.68
51,2023-10-07,Computer,0.4
51,2023-10-10,Lights,0.43
51,2023-10-12,TV,0.57
51,2023-10-16,TV,0.58
51,2023-10-20,Lights,1.7
51,2023-10-20,Microwave,1.38
51,2023-10-21,Air Conditioning,4.62
51,2023-10-23,Air Conditioning,4.23
51,2023-11-01,Computer,1.94
51,2023-11-01,Dishwasher,1.76
51,2023-11-01,Washing Machine,1.06
51,2023-11-02,Lights,1.79
51,2023-11-03,Heater,2.68
51,2023-11-03,TV,1.09
51,2023-11-05,TV,0.46
51,2023-11-12,Fridge,0.39
51,2023-11-14,Dishwasher,0.78
51,2023-11-14,Fridge,0.11
51,2023-11-17,Oven,0.28
51,2023-11-21,Microwave,1.77
51,2023-11-23,Fridge,0.36
51,2023-11-23,Oven,0.66
51,2023-11-27,Air Conditioning,2.73
51,2023-11-30,Washing Machine,0.66
51,2023-12-02,Oven,0.65
51,2023-12-03,Heater,3.39
51,2023-12-07,Air Conditioning,2.52
51,2023-12-08,TV,0.57
51,2023-12-09,Dishwasher,1.84
51,2023-12-12,Dishwasher,0.95
51,2023-12-14,Dishwasher,0.43
51,2023-12-16,TV,1.92
51,2023-12-17,Fridge,0.37
51,2023-12-17,Oven,0.21
51,2023-12-21,Microwave,0.78
51,2023-12-23,Fridge,0.36
51,2023-12-25,Computer,0.54
51,2023-12-26,Microwave,1.4
51,2023-12-27,Microwave,0.29
51,2023-12-27,Washing Machine,1.86
51,2023-12-28,Oven,1.21
51,2023-12-28,Heater,3.3
51,2023-12-30,Lights,0.52
51,2023-12-30,Washing Machine,1.35
51,2023-12-31,Oven,1.06
51,2024-01-01,Air Conditioning,4.25
52,2023-01-01,Heater,2.86
52,2023-01-01,Dishwasher,1.93
52,2023-01-02,Oven,0.54
52,2023-01-03,Washing Machine,0.35
52,2023-01-06,Washing Machine,0.26
52,2023-01-11,Oven,0.26
52,2023-01-16,Dishwasher,1.99
52,2023-01-18,Microwave,0.58
52,2023-01-20,Fridge,0.48
52,2023-01-25,Lights,1.44
52,2023-01-28,Washing Machine,0.45
52,2023-01-29,Heater,2.53
52,2023-01-30,Heater,2.4
52,2023-01-31,Computer,1.1
52,2023-02-01,Heater,2.02
52,2023-02-03,Heater,2.11
52,2023-02-03,Fridge,0.13
52,2023-02-03,Fridge,0.36
52,2023-02-05,Microwave,1.5
52,2023-02-05,Heater,3.5
52,2023-02-06,Air Conditioning,4.19
52,2023-02-07,Air Conditioning,2.23
52,2023-02-08,Dishwasher,0.65
52,2023-02-10,TV,1.0
52,2023-02-11,Computer,1.23
52,2023-02-15,Fridge,0.4
52,2023-02-16,Computer,1.96
52,2023-02-16,Heater,3.51
52,2023-02-17,Fridge,0.14
52,2023-02-19,Fridge,0.38
52,2023-02-19,Air Conditioning,2.33
